供应商名称,商品名称,生产厂家,销售价,有效期,规格,销量
帝豪旗舰店,迈可抒 盐酸布替萘芬乳膏,四川明欣药业有限责任公司,9.20,2020-12-27,15g,207
帝豪旗舰店,武汉中联 足光散,国药集团武汉中联四药药业有限公司,5.15,2020-04-30,40g*3袋,5409
帝豪旗舰店,玛特纳 复方多维元素片(23),惠氏制药有限公司,90.00,2020-01-25,60片,2290
帝豪旗舰店,同仁堂 皮肤病血毒丸,北京同仁堂制药有限公司,16.10,2021-09-30,200粒,8513
帝豪旗舰店,河南中杰 瑞诺林 舒筋活血片,河南中杰药业有限公司,4.00,2020-08-31,0.3g*120s,4654
帝豪旗舰店,奥德宁 头孢克肟片,山东海山药业有限公司,3.64,2021-01-31,50mg*10片,5593
帝豪旗舰店,俞氏 兰索拉唑肠溶胶囊,苏州俞氏药业有限公司,6.00,2020-10-15,30mg*5粒,3520
帝豪旗舰店,匹得邦 莫匹罗星软膏,湖北人福成田药业有限公司,10.50,2020-09-30,10g,0
帝豪旗舰店,天龙 甲硝唑氯己定洗剂,黑龙江天龙药业有限公司,9.80,2020-12-31,50ml*6瓶,5627
帝豪旗舰店,芙美松 曲安奈德益康唑乳膏,浙江仙琚制药股份有限公司,8.71,2020-07-31,15g,0
帝豪旗舰店,华南 土霉素片,广东华南药业集团有限公司,7.38,2020-12-15,0.25g*100片,9799
帝豪旗舰店,惠州中药 咳特灵胶囊,广东省惠州市中药厂有限公司,3.03,2020-04-30,20粒,8928
帝豪旗舰店,必坦 前列 盐酸坦索罗辛缓释胶囊,杭州康恩贝制药有限公司,15.20,2021-05-31,0.2mg*7粒,1261
帝豪旗舰店,舒泰得 雷贝拉唑钠肠溶片,山东新华制药股份有限公司,19.95,2021-01-31,10mg*12片,13651
帝豪旗舰店,立效 辛芳鼻炎胶囊,山西华康药业股份有限公司,4.66,2021-12-30,0.25g*30片,4948
帝豪旗舰店,合肥立方 丹皮酚软膏,合肥立方制药股份有限公司,10.59,2021-03-12,15g,1994
帝豪旗舰店,悦复隆 盐酸普罗帕酮片,Abbott Laboratories(Singapore) Private Limited,22.45,2021-04-30,150mg*10片,797
帝豪旗舰店,桑海 海珠喘息定片,江西南昌桑海制药有限责任公司,8.52,2020-12-31,0.52g*50片,2431
帝豪旗舰店,安阳华安 冬凌草片,安阳市华安药业有限责任公司,5.10,2020-12-31,0.25g*100片,4419
帝豪旗舰店,晶安 乳酸左氧氟沙星滴眼液,重庆科瑞制药(集团)有限公司,6.02,2020-05-31,8ml:24mg,298
帝豪旗舰店,江西川奇 感冒灵胶囊,江西川奇药业有限公司,3.58,2020-12-31,12粒,7032
帝豪旗舰店,日抒 尿素维E乳膏,滇虹药业集团股份有限公司,9.40,2020-09-10,20g,2508
帝豪旗舰店,黑龙江地纳 乳酸菌素颗粒,黑龙江省地纳制药有限公司,5.40,2021-11-30,1g*12袋,3849
帝豪旗舰店,福建太平洋 风油精,福建太平洋制药有限公司,1.82,2021-04-30,3ml,11564
帝豪旗舰店,哈尔滨蒲公英 安脑片,哈尔滨蒲公英药业有限公司,30.11,2020-09-30,0.5g*12片(薄膜衣),825
帝豪旗舰店,广东在田 复方穿心莲片,广东在田药业有限公司,2.60,2020-11-30,100片,8594
帝豪旗舰店,重庆陪都 壮骨麝香止痛膏,重庆陪都药业股份有限公司,1.22,2021-12-31,7cm*10cm*4贴,19374
帝豪旗舰店,丽珠得乐 枸橼酸铋钾胶囊,丽珠集团丽珠制药厂,16.48,2021-08-31,0.3g*20粒,1462
帝豪旗舰店,唐弗 格列美脲胶囊,广西百琪药业有限公司,18.00,2020-12-31,2mg*20粒,1286
帝豪旗舰店,山东海山 头孢克肟咀嚼片,山东海山药业有限公司,4.90,2020-09-30,50mg*6片,4183
帝豪旗舰店,云南白药气雾剂,云南白药集团股份有限公司,31.98,2021-09-30,85g+30g(保险液),44895
帝豪旗舰店,吉林长恒 琪康 麻杏止咳片,吉林省长恒药业有限公司,3.60,2022-01-31,0.26g*18片*2板,5818
帝豪旗舰店,福邦 盐酸左氧氟沙星胶囊,江苏福邦药业有限公司,1.50,2020-11-30,0.1g*12粒,15393
帝豪旗舰店,广东百科 京舒 阿托伐他汀钙分散片,广东百科制药有限公司,32.80,2020-04-30,20mg*7片,510
帝豪旗舰店,眩晕停 盐酸地芬尼多片,江苏四环生物制药有限公司,4.80,2021-10-16,25mg*10片,4565
帝豪旗舰店,达尔得 格列齐特片,广州白云山光华制药股份有限公司,16.50,2020-09-30,60片,1731
帝豪旗舰店,潮牌.人体润滑剂【芦荟抗氧】,深圳市雅浪化妆品有限公司,8.80,2021-07-13,50ml,340
帝豪旗舰店,银诺克 滋补生发片,长春银诺克药业有限公司,14.71,2020-01-26,12片*2板,1236
帝豪旗舰店,新康泰克通气鼻贴(透明型),中美天津史克制药有限公司,15.40,2022-09-25,10片,573
帝豪旗舰店,希诺 头孢克洛分散片,海南惠普森医药生物技术有限公司,7.56,2021-01-31,0.125g*12片,2876
帝豪旗舰店,湖南方盛 银杏叶分散片,湖南方盛制药股份有限公司,9.17,2020-09-30,10片*3板,2595
帝豪旗舰店,奇校舒筋活络油,江西鑫隆医药保健品有限公司,4.43,2022-01-01,20ml,659
帝豪旗舰店,吉林京辉 大败毒胶囊,吉林京辉药业股份有限公司,6.30,2021-11-30,16粒*2板,3320
帝豪旗舰店,敬修堂 跌打万花油,广州白云山敬修堂药业股份有限公司,6.94,2021-05-31,25ml,7915
帝豪旗舰店,舒笑 丹皮酚软膏,长春普华制药股份有限公司,4.80,2020-07-31,10g,19052
帝豪旗舰店,吉安三力 药都 伤湿解痛膏,江西吉安三力制药有限公司,4.60,2020-04-01,7cm*10cm*10贴,4059
帝豪旗舰店,胃康灵胶囊,黑龙江天宏药业股份有限公司,4.77,2020-08-17,0.4g*24粒,404
帝豪旗舰店,迪根 双氯芬酸钠缓释片,国药集团致君(深圳)坪山制药有限公司,10.12,2021-10-31,0.1g*24片,477
帝豪旗舰店,法半夏枇杷膏,京都养生堂制药厂有限公司,30.00,2021-07-31,120ml,362
帝豪旗舰店,振霖牌 腰息痛胶囊,吉林京辉药业股份有限公司,7.00,2021-06-30,0.3g*14粒*3板,2633
帝豪旗舰店,代芳 甲钴胺片,辰欣药业股份有限公司,6.59,2020-11-06,0.5mg*24片,3554
帝豪旗舰店,奇校活络油(皇帝),江西鑫隆医药保健品有限公司,4.43,2022-02-01,20ml,924
帝豪旗舰店,乳酸依沙吖啶洗液(黄药水),江西利佳药业有限公司,6.00,2021-03-14,100ml,4360
帝豪旗舰店,创口贴(超大型),青岛海诺生物工程有限公司,1.80,2021-12-02,2片,969
帝豪旗舰店,奇校活络油,江西鑫隆医药保健品有限公司,4.80,2022-01-01,20ml/瓶,431
帝豪旗舰店,昌弘 双花草珊瑚含片,广西昌弘制药有限公司,4.15,2021-01-31,0.5g*40片,6570
帝豪旗舰店,奇校海马追风油,江西鑫隆医药保健品有限公司,5.00,2022-01-01,20ml,149
帝豪旗舰店,鹅城 莲芝消炎胶囊,广东省惠州市中药厂有限公司,4.20,2020-12-31,12粒,5213
帝豪旗舰店,奇校 骨质增生,江西鑫隆医药保健品有限公司,5.00,2021-12-01,20ml,93
帝豪旗舰店,山西同达 小儿氨酚黄那敏颗粒,山西同达药业有限公司,1.99,2020-10-31,10袋,10636
帝豪旗舰店,邦廸 苯扎氯铵贴,上海强生制药有限公司,5.53,2021-08-31,38mm*25mm*4贴,3458
帝豪旗舰店,亚邦恒贝 替米沙坦片,江苏亚邦爱普森药业有限公司,6.00,2020-03-31,40mg*7s,3261
帝豪旗舰店,葵花 罗红霉素颗粒,葵花药业集团(衡水)得菲尔有限公司,3.68,2020-12-31,50mg*6袋,6519
帝豪旗舰店,江西芙蓉 藿香正气水,江西省芙蓉堂药业股份有限公司,4.13,2020-04-30,6支,4403
帝豪旗舰店,杜蕾斯人体润滑液(快感装),青岛伦敦杜蕾斯有限公司,31.28,2021-08-31,50ml,763
帝豪旗舰店,西瓜霜口腔溃疡喷剂,江西樟都药业有限公司,5.00,2021-03-03,20ml*1瓶,5006
帝豪旗舰店,唐力 那格列奈片,北京诺华制药有限公司,35.14,2021-07-31,0.12g*12片,520
帝豪旗舰店,南京长澳 澳芬 双氯芬酸钠缓释胶囊,南京长澳制药有限公司,9.05,2020-10-21,50mg*24粒,18335
帝豪旗舰店,江苏克胜 胃蛋白酶口服溶液,江苏普华克胜药业有限公司,8.30,2020-06-30,200ml,2469
帝豪旗舰店,江苏康缘 大株红景天胶囊,江苏康缘药业股份有限公司,13.41,2020-08-31,0.38g*10s*3板,1523
帝豪旗舰店,奇校跌打活络油,江西鑫隆医药保健品有限公司,4.80,2021-12-01,20ml,498
帝豪旗舰店,顺坦 茴拉西坦分散片,西安海欣制药有限公司,7.90,2020-11-25,100mg*30片,2038
帝豪旗舰店,广东邦民 萘普生胶囊,广东邦民制药厂有限公司,4.41,2021-12-31,0.125g*20粒,4973
帝豪旗舰店,中新乐仁堂 明目上清丸,天津中新药业集团股份有限公司乐仁堂制药厂,8.10,2019-08-31,9g*6袋,115
帝豪旗舰店,奇校腰痛油,江西鑫隆医药保健品有限公司,4.43,2021-12-01,20ml,197
帝豪旗舰店,珍视明 复方尿维氨滴眼液,江西珍视明药业有限公司,17.94,2020-07-31,15ml,951
帝豪旗舰店,丽倍乐 雷贝拉唑钠肠溶胶囊,丽珠集团丽珠制药厂,22.00,2020-09-30,10mg*7粒,12533
帝豪旗舰店,牙痛药水,包头中药有限责任公司,7.90,2021-08-31,5ml,2540
帝豪旗舰店,江西川奇 温胃舒片,江西川奇药业有限公司,5.66,2020-11-30,24片,3420
帝豪旗舰店,美吡达 格列吡嗪片,海南赞邦制药有限公司,16.80,2021-09-30,5mg*30片,15021
帝豪旗舰店,景忠山国药 复方鸡内金片,景忠山国药(唐山)有限公司,1.98,2021-12-31,0.25g*18片*2板,8025
帝豪旗舰店,冯了性 佛山人参再造丸,国药集团冯了性(佛山)药材饮片有限公司,80.00,2019-12-08,7.5g*10丸,457
帝豪旗舰店,百泉 脑安颗粒,河南省百泉制药有限公司,27.11,2021-04-30,1.2g*10袋,672
帝豪旗舰店,吉林抚松 林海 活力源片,吉林省抚松制药股份有限公司,7.00,2021-12-13,0.25g*30片,2954
帝豪旗舰店,医用脱脂棉,广东恒健制药有限公司,0.90,2021-12-09,10g,10171
帝豪旗舰店,小儿柴芩清解颗粒,三普药业有限公司,15.50,2020-05-30,5克*6袋,1623
帝豪旗舰店,吉林俊宏 美福临 藿香清胃片,吉林省俊宏药业有限公司,5.42,2022-01-31,14片*2板,3763
帝豪旗舰店,石药 阿林新 阿莫西林分散片,石药集团中诺药业(石家庄)有限公司,3.00,2020-12-28,0.25g*12片,7043
帝豪旗舰店,匹伐他汀钙分散片,浙江京新药业股份有限公司,66.73,2020-11-30,2mg*6片,517
帝豪旗舰店,承德燕峰 复方羊角颗粒,承德燕峰药业有限责任公司,5.45,2021-07-11,8g*9袋,3238
帝豪旗舰店,欧洁医用棉球(脱脂),杭州欧拓普生物技术有限公司,1.03,2021-12-10,10g,18787
帝豪旗舰店,昆明中药 雲昆 金花消痤丸,昆明中药厂有限公司,29.74,2023-12-31,4g*9袋,0
帝豪旗舰店,潘高寿 蛇胆川贝枇杷膏,广州白云山潘高寿药业股份有限公司,18.00,2021-01-31,210g,0
帝豪旗舰店,同达 胶体果胶铋胶囊,山西同达药业有限公司,4.25,2020-05-31,50mg*24粒,4399
帝豪旗舰店,中智 消炎止咳片,中山市恒生药业有限公司,1.99,2020-12-31,0.3g*24片,11989
帝豪旗舰店,沈阳双鼎 四神片,沈阳双鼎制药有限公司,10.80,2020-03-31,0.3g*36片,1443
帝豪旗舰店,好娃娃 小儿氨酚烷胺颗粒,太阳石(唐山)药业有限公司,10.50,2020-08-31,4g*12袋,1455
帝豪旗舰店,哈尔滨三联 斯迈克 伊曲康唑分散片,哈尔滨三联药业股份有限公司,22.50,2020-04-30,0.1g*4片,715
帝豪旗舰店,东宝 镇脑宁胶囊,通化东宝药业股份有限公司,20.36,2021-07-31,0.3g*60s,946
帝豪旗舰店,启伟 甲磺酸酚妥拉明胶囊,苏州二叶制药有限公司,6.50,2020-02-28,40mg*2粒,2708
帝豪旗舰店,美诺芬 醋氯芬酸片,西安海欣制药有限公司,6.11,2020-09-03,0.1g*10片,2370
帝豪旗舰店,江苏天济 利巴韦林喷剂,江苏天济药业有限公司,17.42,2020-08-31,16g,899
帝豪旗舰店,深圳中药 冠心丹参胶囊,国药集团致君(深圳)坪山制药有限公司,15.45,2021-06-30,0.3g*60粒,1133
帝豪旗舰店,普松林 暖胃舒乐片,吉林省俊宏药业有限公司,6.00,2021-12-31,15片*3板,3447
帝豪旗舰店,云南白药牙膏(留兰香),云南白药集团股份有限公司,17.19,2021-10-23,100g,3338
帝豪旗舰店,陕西量子高科 氯雷他定口腔崩解片,陕西量子高科药业有限公司,33.52,2021-05-31,10mg*10片,563
帝豪旗舰店,蜜雪儿 小儿氨酚烷胺颗粒,海南省金岛制药厂,4.20,2020-11-30,2g*14袋,4344
帝豪旗舰店,天津新郑 盐酸洛美沙星乳膏,遂成药业股份有限公司,3.15,2021-06-30,10g,6000
帝豪旗舰店,海欣 口腔溃疡含片,西安海欣制药有限公司,6.25,2020-10-17,0.8g*12片,3246
帝豪旗舰店,河南兴源 复方公英片,河南兴源制药有限公司,2.60,2021-12-31,24片*2板,6593
帝豪旗舰店,立效 清胃黄连丸,山西华康药业股份有限公司,4.90,2021-12-30,9g*6袋,4012
帝豪旗舰店,士瑞克 头孢克肟胶囊,天津医药集团津康制药有限公司,3.41,2020-09-30,100mg*6粒,5134
帝豪旗舰店,欣络平 甲磺酸氨氯地平片,昆明赛诺制药股份有限公司,56.00,2021-11-30,5mg*7片*4板,7071
帝豪旗舰店,南极雪 对乙酰氨基酚片,国药集团广东环球制药有限公司,2.20,2020-05-23,0.5g*10片,9566
帝豪旗舰店,安胃片,吉林玉仁制药股份有限公司,3.50,2021-09-09,0.6g*10s*3板,5002
帝豪旗舰店,长春人民 通窍耳聋丸,长春人民药业集团有限公司,4.66,2021-08-31,6g*4袋,3626
帝豪旗舰店,大连汉方 复方羊角片,大连汉方药业有限公司,6.01,2021-11-30,0.3g*15片*3板,3496
帝豪旗舰店,东春 雪上一枝蒿速效止痛搽剂,云南一枝蒿制药有限公司,18.14,2021-07-31,30ml,2073
帝豪旗舰店,希爱力 他达拉非片,Lilly del Caribe Inc.,804.86,2020-12-31,5mg*28片,46
帝豪旗舰店,通化博祥 利脑心片,吉林省通化博祥药业股份有限公司,46.00,2021-06-30,0.42g*15片*2板,407
帝豪旗舰店,湖北金龙福 大蒜素肠溶胶囊,湖北金龙药业有限公司,49.00,2020-05-31,20mg*40粒,1005
帝豪旗舰店,湖北金龙福 脑心舒口服液,湖北金龙药业有限公司,5.56,2020-12-31,10ml*12支,2566
帝豪旗舰店,扑尔敏 马来酸氯苯那敏片,长春迪瑞制药有限公司,2.90,2021-01-07,12片*2板,5386
帝豪旗舰店,吉林俊宏 美福临 藿香清胃片,吉林省俊宏药业有限公司,6.83,2021-05-31,18片*2板,2480
帝豪旗舰店,辽源誉隆 糖尿乐胶囊,辽源誉隆亚东药业有限责任公司,10.00,2021-10-31,0.3g*12s*2板,1534
帝豪旗舰店,南通百益 关节止痛膏,江苏百益制药有限公司,5.11,2021-11-30,7cm*10cm*8贴,3077
帝豪旗舰店,潮牌超薄快感,马来西亚优立德有限公司,10.00,2023-07-31,10片,1163
帝豪旗舰店,潮牌持久双保险,马来西亚优立德有限公司,10.00,2023-07-31,10片,851
帝豪旗舰店,吉林京辉 杜仲平压片,吉林京辉药业股份有限公司,5.40,2021-03-31,300mg*40片,3337
帝豪旗舰店,得恩德 苯磺酸氨氯地平片,浙江得恩德制药股份有限公司,9.50,2020-08-31,5mg*8片*4板,2355
帝豪旗舰店,皮康王 复方酮康唑软膏,上海朝晖药业有限公司,2.82,2021-06-30,7g,15875
帝豪旗舰店,潮牌.人体润滑剂【长效持久】,深圳市雅浪化妆品有限公司,8.80,2021-07-13,50ml,1516
帝豪旗舰店,湘北威尔曼 莱索美 溶菌酶肠溶片,湘北威尔曼制药股份有限公司,8.52,2020-09-30,50mg*20片,1620
帝豪旗舰店,牡丹江灵泰 海洋胃药,牡丹江灵泰药业股份有限公司,6.47,2021-11-30,36片,2653
帝豪旗舰店,恒健 双氧水 过氧化氢溶液,广东恒健制药有限公司,3.29,2020-12-12,100ml,2470
帝豪旗舰店,成都倍特 盐酸文拉法辛胶囊,成都倍特药业有限公司,13.64,2020-04-30,25mg*16粒,895
帝豪旗舰店,必言平 阿奇霉素分散片,山西同达药业有限公司,3.20,2020-12-31,0.25g*6片,6182
帝豪旗舰店,潮牌 天然胶乳橡胶避孕套（加强女性快感）,马来西亚优立德有限公司,10.00,2023-07-31,10只,2320
帝豪旗舰店,恒健 皮炎平 复方醋酸地塞米松乳膏,广东恒健制药有限公司,1.19,2020-12-10,10g:7.5mg,13992
帝豪旗舰店,潮牌天然胶乳橡胶避孕套(巅峰异爽装),NULATEX SDN.BHD 马来西亚,3.80,2022-03-31,10只,1328
帝豪旗舰店,潮牌天然胶乳橡胶避孕套(G点刺激),NULATEX SDN.BHD 马来西亚,10.00,2023-07-31,10只,1442
帝豪旗舰店,潮牌天然胶乳橡胶避孕套 幻隐002,北京非非医疗器械有限公司,10.00,2023-07-31,3只,962
帝豪旗舰店,南京瑞尔 新然 转移因子胶囊,南京瑞尔医药有限公司,10.35,2020-06-27,24粒,1555
帝豪旗舰店,中一 乳核散结片,广州白云山中一药业有限公司,26.25,2021-07-31,72片,1006
帝豪旗舰店,潮牌至尊超薄,马来西亚优立德有限公司,10.00,2023-07-31,12片,2524
帝豪旗舰店,江西药都 强力枇杷胶囊,江西药都樟树制药有限公司,12.50,2020-09-30,0.3g*24粒,0
帝豪旗舰店,河南新帅克 佳宇 伊曲康唑胶囊,乐普药业股份有限公司,21.50,2020-11-30,0.1g*14粒,814
帝豪旗舰店,立可菲 盐酸班布特罗片,西安海欣制药有限公司,4.38,2020-11-08,10mg*10片,4546
帝豪旗舰店,希尔生 二硫化硒洗剂,大有药业扬州有限公司,17.50,2021-10-31,150g/瓶,1799
帝豪旗舰店,胃得乐 复方石菖蒲碱式硝酸铋片,特一药业集团股份有限公司,5.77,2020-11-13,100片,3228
帝豪旗舰店,康哲 肝复乐片,康哲(湖南)制药有限公司,85.84,2019-12-31,0.5g*60片,131
帝豪旗舰店,鑫字牌 妇炎康片,广东德鑫制药有限公司,8.40,2021-11-30,0.25g*100片,2016
帝豪旗舰店,瑞易宁 格列吡嗪控释片,辉瑞制药有限公司,55.00,2020-07-31,5mg*14片,272
帝豪旗舰店,伊春五加参 咽炎片,伊春五加参药业有限责任公司,2.51,2021-12-31,0.25g*15片*2板,8591
帝豪旗舰店,欧意 林美欣 格列美脲分散片,石药集团欧意药业有限公司,8.60,2020-09-05,2.0mg*12片,2993
帝豪旗舰店,吉林俊宏 普林松 补肾益脑胶囊,吉林省俊宏药业有限公司,7.50,2021-08-31,0.27g*40粒,2082
帝豪旗舰店,通化鸿淘茂 小儿牛黄清肺片,吉林玉仁制药股份有限公司,3.40,2021-06-10,0.25g*12粒*2板,4368
帝豪旗舰店,星昊美彤 复方消化酶胶囊,广东星昊药业有限公司,18.75,2020-10-31,10粒,852
帝豪旗舰店,山东凤凰 辛伐他汀片,山东凤凰制药股份有限公司,6.20,2019-09-30,10mg*30片,2913
帝豪旗舰店,湖南正清 正清风痛宁片,湖南正清制药集团股份有限公司,8.75,2020-04-30,20mg*24s,2311
帝豪旗舰店,乐孚亭 盐酸安非他酮片,万特制药(海南)有限公司,45.45,2021-07-30,75mg*14片,62
帝豪旗舰店,特普宁 头孢克肟胶囊,成都倍特药业有限公司,3.80,2021-07-13,0.1g*6粒,4418
帝豪旗舰店,黑龙江天龙 愈芙 阿昔洛韦凝胶,黑龙江天辰药业有限公司,3.24,2021-03-04,10g:0.1g,5599
帝豪旗舰店,湖北美宝 安络痛片,湖北美宝药业股份有限公司,3.41,2020-12-31,12片*2板,4913
帝豪旗舰店,湖北金龙福 清达 阿苯达唑颗粒,湖北金龙药业有限公司,31.80,2020-03-31,1克*4袋*5小盒,1330
帝豪旗舰店,维和 血塞通片,云南维和药业股份有限公司,14.22,2021-05-31,50mg*20片,2637
帝豪旗舰店,武汉中联 心脑清软胶囊,国药集团武汉中联四药药业有限公司,11.20,2020-05-31,12粒*5板,1265
帝豪旗舰店,大连汉方 复肾宁胶囊,大连汉方药业有限公司,10.80,2020-10-31,24粒*2小盒,1368
帝豪旗舰店,山易亭 尼美舒利分散片,南昌市飞弘药业有限公司,5.39,2020-12-31,0.1g*10片,3142
帝豪旗舰店,安阳中智 少林寺 麝香壮骨膏,安阳中智药业有限责任公司,5.00,2021-04-30,7cm*9.5cm*8贴,2640
帝豪旗舰店,山西华康 立效 独活寄生丸,山西华康药业股份有限公司,5.18,2021-11-30,6g*6袋,2630
帝豪旗舰店,多乐士超薄檀香安全套,马来西亚古米特工业有限公司,15.74,2023-07-01,12只,274
帝豪旗舰店,山东中泰 颈康胶囊,山东中泰药业有限公司,7.10,2020-03-31,0.23g*12粒*3板,1893
